ID, Name, Org Name, Total Networks Searched, Time Frame, License Plate, Reason, Case #, Filters, Search Time, Search Type, Text Prompt, Moderation
6e84d693-4a65-45cb-a114-e264172f40fe,***,Riverside County CA SO,923,"11/09/2025, 06:30:01 PM UTC
11/09/2025, 08:30:01 PM UTC",,MA253130030,,***,"11/09/2025, 10:53:42 PM UTC",search,,
60ba18ea-8131-43fc-9792-d6cafe50248d,***,Perrysburg Twp OH PD,6484,"10/10/2025, 10:53:42 PM UTC
11/09/2025, 10:53:42 PM UTC",***,investigation,,,"11/09/2025, 10:53:43 PM UTC",lookup,,
aa6cea95-4c40-4b5f-bc5a-fb4ea66e6826,***,Louisburg NC PD,252,"10/10/2025, 10:53:40 PM UTC
11/09/2025, 10:53:40 PM UTC",***,WORK,,***,"11/09/2025, 10:53:44 PM UTC",lookup,,
d9a2b022-6a5a-4d06-ae6a-da37956a22e8,***,Polk County GA PD,789,"11/09/2025, 10:53:45 AM UTC
11/09/2025, 10:53:45 PM UTC",***,Wanted,,,"11/09/2025, 10:53:47 PM UTC",lookup - Mobile,,
1de314b0-62e6-4f9e-bc75-494fa89c2428,***,Atlanta GA PD,2059,"11/02/2025, 11:00:45 PM UTC
11/09/2025, 11:00:45 PM UTC",***,Suspect Vehicle,***,,"11/09/2025, 10:53:47 PM UTC",lookup,,
07cf1795-66e0-4d67-a65e-2b6c09142258,***,New Berlin WI PD,372,"11/02/2025, 11:00:36 PM UTC
11/09/2025, 11:00:36 PM UTC",***,WBC,,***,"11/09/2025, 10:53:47 PM UTC",lookup,,
bf53badc-6c4a-48de-b537-e134d61da910,***,Champaign County IL SO,1344,"11/08/2025, 11:00:45 PM UTC
11/09/2025, 11:00:45 PM UTC",***,Criminal Investigation,,,"11/09/2025, 10:53:47 PM UTC",lookup,,
27588d94-afb9-402d-be45-59e9064f953c,***,Dallas TX PD,1833,"11/08/2025, 11:00:50 PM UTC
11/09/2025, 11:00:50 PM UTC",***,Investigative Lead,***,***,"11/09/2025, 10:53:51 PM UTC",lookup,,
45b87e99-8c6c-409f-a6ee-ac5c2c656f83,***,Thomas County GA SO,6646,"11/08/2025, 10:53:51 PM UTC
11/09/2025, 10:53:51 PM UTC",***,251101,,,"11/09/2025, 10:53:53 PM UTC",lookup - Mobile,,
f5bd5f09-6d73-42a0-854b-d85369251349,***,Montgomery County TX SO,2033,"11/08/2025, 10:53:52 PM UTC
11/09/2025, 10:53:52 PM UTC",***,Stolen,,,"11/09/2025, 10:53:53 PM UTC",lookup - Mobile,,
